FID,COUNTY,DLAT_GIS,DLONG_GIS,LINE,STOP_NUM,STOP_TYPE,STREET_DIR,DESCRIPTION_BSL,DIRECTION_OP,MUNICIPALITY,GlobalID
32143,Essex,40.71332,-74.13086,25,19126,NS,E,WILSON AVE AT DOREMUS AVE,In,NEWARK,e4f274ef-75b8-4fa5-83d3-fd88b3c25715
32144,Essex,40.71344,-74.13094,25,32664,FS,W,WILSON AVE AT DOREMUS AVE,Ou,NEWARK,e8f55573-854e-49cf-99d0-2092d4d5fd82
32145,Essex,40.71344,-74.13094,375,32664,FS,W,WILSON AVE AT DOREMUS AVE,Ou,NEWARK,1fc1119e-dc6d-4b82-a6cb-0e79a352fec0
32146,Essex,40.72326,-74.15112,25,19120,NS,E,WILSON AVE AT GARRISON ST,In,NEWARK,0238feba-d1f8-4a4f-a9d1-e4a576ba99a1
32147,Essex,40.72775,-74.15536,25,19135,NS,W,WILSON AVE AT MERCHANT ST,Ou,NEWARK,ee0e7710-ea75-4a23-9aef-4c95f999f345
32148,Essex,40.73955,-74.23109,1,19179,NS,E,18TH AVE AT STUYVESANT AVE,In,NEWARK,414926d7-4071-49ad-b363-08769705eda5
32149,Essex,40.73955,-74.23109,361,19179,NS,E,18TH AVE AT STUYVESANT AVE,In,NEWARK,0ec0a5c5-f44a-4a10-9324-142982d2f15e
32150,Essex,40.85026,-74.19407,705,18163,NS,W,ALEXANDER AVE AT GROVE ST#,Ou,MONTCLAIR TWP,d7e81c81-e8a5-4f56-9b73-7fda7eaf3fd3
32151,Essex,40.76442,-74.1945,34,17453,NS,E,AMPERE PLAZA AT FOURTH AVE,In,EAST ORANGE,f77b3edb-034b-45d4-bdcd-b7e343dc2ddb
32152,Essex,40.76439,-74.1943,34,17454,FS,W,AMPERE PLAZA AT FOURTH AVE,Ou,EAST ORANGE,8d87ec64-f4f4-4bfb-afa4-774084a1998b
32153,Essex,40.79976,-74.19625,92,17132,FS,S,BELLEVILLE AVE AT BROAD ST,In,BLOOMFIELD TWP,0c71038a-d54b-4156-8299-cfaa30c3add0
32154,Essex,40.7978,-74.18306,92,17128,FS,N,BELLEVILLE AVE AT DAVEY ST,Ou,BLOOMFIELD TWP,ce913595-a015-4761-b2c3-bd7ffed5d12e
32155,Essex,40.79604,-74.17755,92,17031,NS,E,BELLEVILLE AVE AT OGDEN RD,In,BELLEVILLE TWP,5dc3e7c3-8a9b-4d5a-b9b4-6bbbb5b6f2d4
32156,Essex,40.79604,-74.17729,92,17036,NS,W,BELLEVILLE AVE AT OGDEN RD,Ou,BELLEVILLE TWP,132e5c37-6857-45d7-b6b0-950d0ba13382
32157,Essex,40.79496,-74.17451,92,17032,NS,E,BELLEVILLE AVE AT RHODE PL,In,BELLEVILLE TWP,0e6fa354-6b0a-40c4-881b-640ba4305c85
32158,Essex,40.79799,-74.18384,92,17136,NS,S,BELLEVILLE AVE AT SMITH ST,In,BLOOMFIELD TWP,8de789c6-06cd-465b-ad55-f0e7522c9305
32159,Essex,40.71578,-74.20254,39,18260,NS,N,BERGEN ST AT HAWTHORNE AVE,In,NEWARK,dea8cf41-676b-4e53-8fe2-2c61bb3033df
32160,Essex,40.71607,-74.20251,99,18275,NS,S,BERGEN ST AT HAWTHORNE AVE,In,NEWARK,f465f098-ae6f-4b9d-9662-41154243dd96
32161,Essex,40.71578,-74.20254,99,18260,NS,N,BERGEN ST AT HAWTHORNE AVE,Ou,NEWARK,b1bec5a1-9286-421d-92a3-402198d23c48
32162,Essex,40.71607,-74.20251,39,18275,NS,S,BERGEN ST AT HAWTHORNE AVE,Ou,NEWARK,cfb6cfa9-5caf-4630-b318-0e2323b4724e
32163,Essex,40.79691,-74.20033,11,17758,NS,E,BLOOMFIELD AVE AT CLARK ST,In,GLEN RIDGE TWP,89f9435c-6744-4c90-b155-c24f0ab07814
32164,Essex,40.79691,-74.20033,28,17758,NS,E,BLOOMFIELD AVE AT CLARK ST,In,GLEN RIDGE TWP,5fc73346-cfeb-43bc-b386-9fd75ded184f
32165,Essex,40.79691,-74.20033,29,17758,NS,E,BLOOMFIELD AVE AT CLARK ST,In,GLEN RIDGE TWP,12295fdd-cf8f-4d02-bd91-71e359a3706f
32166,Essex,40.83449,-74.25668,29,19357,NS,E,BLOOMFIELD AVE AT FELLS RD,In,VERONA TWP,896f751a-7555-4f31-9822-1595fb7a50b2
32167,Essex,40.77906,-74.18913,372,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,In,BLOOMFIELD TWP,621c8b9e-5797-4494-9a90-3367654e1233
32168,Essex,40.77906,-74.18913,11,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,Ou,BLOOMFIELD TWP,0fa32c4d-df2d-4097-af95-fd7c6ccb1c11
32169,Essex,40.77906,-74.18913,28,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,Ou,BLOOMFIELD TWP,065e44c2-861d-41e7-8f63-948f7c8f7d72
32170,Essex,40.77906,-74.18913,29,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,Ou,BLOOMFIELD TWP,a86250df-6c88-4b6e-ad4f-c31e21183aa3
32171,Essex,40.77906,-74.18913,72,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,Ou,BLOOMFIELD TWP,c8670635-6ad0-434d-956c-e5cca0a0b7a9
32172,Essex,40.77906,-74.18913,258,17139,NS,N,BLOOMFIELD AVE AT GROVE ST,Ou,BLOOMFIELD TWP,00bba9f1-6bdc-411b-92cc-75ebd076e621
32173,Essex,40.84576,-74.28762,29,19400,NS,E,BLOOMFIELD AVE AT LANE AVE,In,WEST CALDWELL TWP,18a8cab6-9895-46bc-bbf3-67f17ed3012e
32174,Essex,40.84576,-74.28762,71,19400,NS,E,BLOOMFIELD AVE AT LANE AVE,In,WEST CALDWELL TWP,75aa7d94-f1c4-4a7f-afe3-833bce466b8b
32175,Essex,40.82171,-74.22584,11,18118,FS,E,BLOOMFIELD AVE AT LLOYD RD,In,MONTCLAIR TWP,422f837c-7b18-4170-a46c-cd5cbb123bd4
32176,Essex,40.82171,-74.22584,29,18118,FS,E,BLOOMFIELD AVE AT LLOYD RD,In,MONTCLAIR TWP,49fdfedd-5c8f-44bd-937f-207456caa511
32177,Essex,40.81566,-74.21968,11,18132,NS,W,BLOOMFIELD AVE AT MAPLE PL,Ou,MONTCLAIR TWP,5e9af973-85b2-4d1f-ad97-2e3e39f5aff5
32178,Essex,40.81566,-74.21968,29,18132,NS,W,BLOOMFIELD AVE AT MAPLE PL,Ou,MONTCLAIR TWP,b8ac534f-51c0-40a5-8a99-8c66725b8783
32179,Essex,40.82881,-74.24094,29,19365,NS,E,BLOOMFIELD AVE AT PARK AVE,In,VERONA TWP,4ba4bef3-f419-4a73-ab2b-3077d64913e2
32180,Essex,40.79903,-74.20166,11,17759,NS,W,BLOOMFIELD AVE AT PARK AVE,Ou,GLEN RIDGE TWP,47fed6e5-4c03-4c20-968a-c31132f92fc1
32181,Essex,40.79903,-74.20166,28,17759,NS,W,BLOOMFIELD AVE AT PARK AVE,Ou,GLEN RIDGE TWP,0f856ba9-168b-44d3-b795-37a806bd0030
32182,Essex,40.79903,-74.20166,29,17759,NS,W,BLOOMFIELD AVE AT PARK AVE,Ou,GLEN RIDGE TWP,c7c1aa1a-6687-4e4d-af4b-81b0e1504a7a
32183,Essex,40.82884,-74.24071,29,19374,NS,W,BLOOMFIELD AVE AT PARK AVE,Ou,VERONA TWP,116cec32-cb79-47ab-a90b-3ab6892eca13
32184,Essex,40.80006,-74.19688,72,17190,NS,W,BROAD ST AT BELLEVILLE AVE,In,BLOOMFIELD TWP,76efa5a6-a6b5-4396-9bc5-7438952f209c
32185,Essex,40.80006,-74.19688,709,17190,NS,W,BROAD ST AT BELLEVILLE AVE,In,BLOOMFIELD TWP,1dab8a13-963d-41e1-88a1-ebabdf4dbe52
32186,Essex,40.79962,-74.1968,72,17156,NS,E,BROAD ST AT BELLEVILLE AVE,Ou,BLOOMFIELD TWP,eb47dd03-4817-4b21-b6d9-37686456f401
32187,Essex,40.79962,-74.1968,709,17156,NS,E,BROAD ST AT BELLEVILLE AVE,Ou,BLOOMFIELD TWP,388f62c2-4103-4324-9d28-c0ad9c21d4b9
32188,Essex,40.72859,-74.17602,27,18323,NS,N,BROAD ST AT EAST KINNEY ST,In,NEWARK,64358999-5289-463d-9c0a-2dae205b0c28
32189,Essex,40.72859,-74.17602,39,18323,NS,N,BROAD ST AT EAST KINNEY ST,In,NEWARK,fb533d7a-4624-4f63-8f6f-eb6f50d1dc6c
32190,Essex,40.72859,-74.17602,59,18323,NS,N,BROAD ST AT EAST KINNEY ST,In,NEWARK,9f0f319e-bbba-40fc-bf1a-0b37bf1b7936
32191,Essex,40.72859,-74.17602,62,18323,NS,N,BROAD ST AT EAST KINNEY ST,In,NEWARK,78554048-880e-46c2-a9b9-e91f610fadf1
32192,Essex,40.72859,-74.17602,66,18323,NS,N,BROAD ST AT EAST KINNEY ST,In,NEWARK,f6ba68d9-d4b1-42e8-87da-97ddf29dd79f
32193,Essex,40.72859,-74.17602,13,18323,NS,N,BROAD ST AT EAST KINNEY ST,Ou,NEWARK,10173ce4-1886-46e7-bb3c-0556c874e7cd
32194,Essex,40.72859,-74.17602,30,18323,NS,N,BROAD ST AT EAST KINNEY ST,Ou,NEWARK,c3962913-2315-4b8c-aaff-2a5a00eb3180
32195,Essex,40.72859,-74.17602,40,18323,NS,N,BROAD ST AT EAST KINNEY ST,Ou,NEWARK,77f79152-ea66-419c-bb5a-60d08b978e57
32196,Essex,40.72859,-74.17602,41,18323,NS,N,BROAD ST AT EAST KINNEY ST,Ou,NEWARK,809e1bdb-6fee-4839-ac72-165f8af02ac7
32197,Essex,40.7471,-74.17057,11,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,9c54d832-d6f1-4c11-bb8d-5a4a7405a32c
32198,Essex,40.7471,-74.17057,13,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,d9cce710-215e-4f96-be8e-912793ea847a
32199,Essex,40.7471,-74.17057,28,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,08c14582-5930-4753-bb25-9a0c47320a07
32200,Essex,40.7471,-74.17057,29,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,4ef7a100-6439-4b17-941b-d23ff875c102
32201,Essex,40.7471,-74.17057,30,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,cbd55fb1-25d4-4c80-92e4-7c768d8ad839
32202,Essex,40.7471,-74.17057,41,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,4572d899-92b3-4793-9536-5d6809eee180
32203,Essex,40.7471,-74.17057,258,18338,NS,S,BROAD ST AT LACKAWANNA AVE,In,NEWARK,cda8c8c1-d40d-47c8-8bbe-7f72be0bca2e
32204,Essex,40.7471,-74.17057,27,18338,NS,S,BROAD ST AT LACKAWANNA AVE,Ou,NEWARK,3a94d677-e24d-44be-a777-15ab060b8af7
32205,Essex,40.72892,-74.17616,13,18353,NS,S,BROAD ST AT WEST KINNEY ST,In,NEWARK,223b870f-5b85-44b0-aba8-ed8256039e70
32206,Essex,40.72892,-74.17616,30,18353,NS,S,BROAD ST AT WEST KINNEY ST,In,NEWARK,ad4a32c9-a132-4fc6-ab4c-5b544c759a5d
32207,Essex,40.72892,-74.17616,40,18353,NS,S,BROAD ST AT WEST KINNEY ST,In,NEWARK,ccda885f-7eaa-48ac-a383-83c4828504b9
32208,Essex,40.72892,-74.17616,27,18353,NS,S,BROAD ST AT WEST KINNEY ST,Ou,NEWARK,72f056c5-f7b7-47e2-bcb9-1be259bfb187
32209,Essex,40.72892,-74.17616,39,18353,NS,S,BROAD ST AT WEST KINNEY ST,Ou,NEWARK,4f9f0ab4-142a-4904-9a67-505fe9863f47
32210,Essex,40.72892,-74.17616,62,18353,NS,S,BROAD ST AT WEST KINNEY ST,Ou,NEWARK,ceaa1b18-8134-465b-b5e7-a88e591da15f
32211,Essex,40.72892,-74.17616,70,18353,NS,S,BROAD ST AT WEST KINNEY ST,Ou,NEWARK,b259569e-ddc3-41e2-890f-84978156e676
32212,Essex,40.82178,-74.17981,709,17196,NS,E,BROUGHTON AVE AT HOBSON ST,Ou,BLOOMFIELD TWP,0fbe1c31-fa7d-412f-8084-eb8520a3357b
32213,Essex,40.82621,-74.17849,709,17198,FS,E,BROUGHTON AVE AT PALMER ST,Ou,BLOOMFIELD TWP,2700baf2-5a8f-4916-9d2c-401adf1ce723
32214,Essex,40.81482,-74.18686,709,17204,NS,W,BROUGHTON AVE AT PETTIT ST,In,BLOOMFIELD TWP,9770eedb-0870-4994-8150-d781fac90806
32215,Essex,40.8149,-74.18659,709,17193,FS,E,BROUGHTON AVE AT PETTIT ST,Ou,BLOOMFIELD TWP,5a2501b0-9072-4f31-b2c6-54b516a93191
32216,Essex,40.81884,-74.18201,709,17202,NS,W,BROUGHTON AVE AT RECTOR PL,In,BLOOMFIELD TWP,41d76a23-bee8-41da-9671-c637b05f0798
32217,Essex,40.76812,-74.24034,92,17349,FS,E,CENTRAL AVE AT SCOTLAND RD,In,ORANGE,a6f7c54e-0e46-4905-9bea-54eb46d973c5
32218,Essex,40.72096,-74.2479,39,17948,NS,E,CHANCELLOR AVE AT 40TH ST#,In,IRVINGTON TWP,afc632ce-1dcf-43fe-be66-e70359b32129
32219,Essex,40.71729,-74.24088,39,17774,NS,W,CHANCELLOR AVE AT ESSEX ST,Ou,IRVINGTON TWP,a0c4caa3-9a78-448f-a221-0bdc8ebea1c6
32220,Essex,40.71822,-74.24299,39,17950,NS,E,CHANCELLOR AVE AT PARK PL#,In,IRVINGTON TWP,7d6c65dc-2e02-4fed-9f1a-9d1e9767960a
32221,Essex,40.72274,-74.20639,13,18457,FS,E,CLINTON AVE AT INGRAHAM PL,Ou,NEWARK,9103e559-5ef8-4228-8790-1c2f8cbcde95
32222,Essex,40.72107,-74.19813,13,18473,NS,W,CLINTON AVE AT PESHINE AVE,In,NEWARK,e596a368-0b9b-40cc-bd33-4770e302ec1f
32223,Essex,40.72104,-74.19849,13,18461,NS,E,CLINTON AVE AT PESHINE AVE,Ou,NEWARK,3007e80d-d9d6-406e-b213-5ae78af4ff77
32224,Essex,40.72948,-74.24048,37,17779,NS,E,CLINTON AVE AT SANFORD AVE,In,IRVINGTON TWP,b021bad7-eb26-4707-9fe6-8b13d5402d97
32225,Essex,40.72948,-74.24048,107,17779,NS,E,CLINTON AVE AT SANFORD AVE,In,IRVINGTON TWP,78aadb67-6b32-45d1-b91f-754ffd454ce9
32226,Essex,40.72951,-74.24007,37,17797,NS,W,CLINTON AVE AT SANFORD AVE,Ou,IRVINGTON TWP,bf90fcca-fbea-4d59-88b5-a12ef45eae38
32227,Essex,40.72951,-74.24007,107,17797,NS,W,CLINTON AVE AT SANFORD AVE,Ou,IRVINGTON TWP,2cf35709-f1a8-45ca-afe7-69380193cc66
32228,Essex,40.72191,-74.20194,13,18475,NS,W,CLINTON AVE AT SEYMOUR AVE,In,NEWARK,ec19ad37-ae9a-45e2-b3c1-1dd20b604d41
32229,Essex,40.72186,-74.20239,13,18459,NS,E,CLINTON AVE AT SEYMOUR AVE,Ou,NEWARK,d253be87-c6c2-4a9f-9234-adf31ab891a4
32230,Essex,40.72279,-74.20609,13,18477,NS,W,CLINTON AVE AT SHANLEY AVE,In,NEWARK,259e19be-ce7e-46a1-8e69-58eb40bdd6f0
32231,Essex,40.71394,-74.21388,13,18494,NS,S,CLINTON PL AT SHEPHARD AVE,In,NEWARK,35c3ab1e-c7b5-40d4-839f-18552c3afc94
32232,Essex,40.73207,-74.17883,5,18497,NS,E,COURT ST AT UNIVERSITY AVE,In,NEWARK,0584c152-5915-4a62-af82-8fde7b58d492
32233,Essex,40.80792,-74.25383,71,19432,FS,E,EAGLE ROCK AVE AT BARRY DR,In,WEST ORANGE TWP,8d24e4e2-d1e3-4dc1-a85e-ec542c139b44
32234,Essex,40.80852,-74.25405,71,19440,FS,W,EAGLE ROCK AVE AT BARRY DR,Ou,WEST ORANGE TWP,5c4946ae-a2ce-4ed1-82b1-f6120b9b808f
32235,Essex,40.80956,-74.25604,71,19430,FS,E,EAGLE ROCK AVE AT MANN AVE,In,WEST ORANGE TWP,e5cdc73b-d402-41bc-8bdb-96fe8aada293
32236,Essex,40.75103,-74.17384,41,18514,NS,E,EAST 7TH AVE AT SUMMER AVE,In,NEWARK,cb468e23-ddb2-4733-9c19-704444bec2fc
32237,Essex,40.75103,-74.17384,99,18514,NS,E,EAST 7TH AVE AT SUMMER AVE,In,NEWARK,6bfa6208-68a4-4ff7-bcef-b42adab6e8df
32238,Essex,40.75103,-74.17384,108,18514,NS,E,EAST 7TH AVE AT SUMMER AVE,In,NEWARK,225a5ff9-f33e-4840-8b08-587bf9496376
32239,Essex,40.75112,-74.17355,41,18515,NS,W,EAST 7TH AVE AT SUMMER AVE,Ou,NEWARK,d7a3a3fd-5ce7-4626-be10-60ff3ce2b6e2
32240,Essex,40.75112,-74.17355,99,18515,NS,W,EAST 7TH AVE AT SUMMER AVE,Ou,NEWARK,500928e6-a972-481c-9d35-94537a563e6d
32241,Essex,40.75112,-74.17355,108,18515,NS,W,EAST 7TH AVE AT SUMMER AVE,Ou,NEWARK,e280d745-9793-44e0-a1fc-ce0ac21d1c8d
32242,Essex,40.70554,-74.20602,39,18523,NS,N,ELIZABETH AVE AT LYONS AVE,In,NEWARK,5c5f1475-a4e1-4962-9d54-fcc92e95643b
32243,Essex,40.70554,-74.20602,59,18523,NS,N,ELIZABETH AVE AT LYONS AVE,In,NEWARK,c12f1ea5-e5ae-434d-b234-5e9ed5a79c1e
32244,Essex,40.70554,-74.20602,65,18523,NS,N,ELIZABETH AVE AT LYONS AVE,In,NEWARK,47157172-6577-4488-994e-d93b445990a4
32245,Essex,40.70554,-74.20602,66,18523,NS,N,ELIZABETH AVE AT LYONS AVE,In,NEWARK,cdd31024-e0b9-4829-a5b4-fd115d58bd81
32246,Essex,40.70579,-74.2059,37,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,0a1c3a08-5889-479c-9f7a-da06ea1847ed
32247,Essex,40.70579,-74.2059,39,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,fb44627c-58de-4db0-ae48-f8aa86ebe918
32248,Essex,40.70579,-74.2059,59,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,38f39446-01c0-4e4f-9506-d516ea4fd49f
32249,Essex,40.70579,-74.2059,65,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,c47756a5-9fad-4036-9bfc-0fb17053d8e7
32250,Essex,40.70579,-74.2059,66,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,ae4a1727-e9d7-49cb-931d-695ba41a0479
32251,Essex,40.70579,-74.2059,107,18548,NS,S,ELIZABETH AVE AT LYONS AVE,Ou,NEWARK,a4ef3473-a248-48c9-bf21-c2bde8315cb6
32252,Essex,40.85288,-74.29737,29,19409,FS,E,ESSEX MALL/CLINTON RD STOP,In,WEST CALDWELL TWP,883d99d2-2928-4878-b4b6-5aa5ac3359e4
32253,Essex,40.85288,-74.29737,71,19409,FS,E,ESSEX MALL/CLINTON RD STOP,In,WEST CALDWELL TWP,ad775c33-069b-494f-9542-470944cfc81d
32254,Essex,40.85288,-74.29737,71,19409,FS,E,ESSEX MALL/CLINTON RD STOP,Ou,WEST CALDWELL TWP,a4777bb1-347c-4f7a-bb47-e27638273b14
32255,Essex,40.76474,-74.21986,94,17501,NS,N,EVERGREEN PL AT FREEWAY DR,Ou,EAST ORANGE,63adfd68-860c-4acb-bef7-c083411e9e30
32256,Essex,40.76394,-74.22073,94,17502,NS,S,EVERGREEN PL AT HALSTED PL,In,EAST ORANGE,568e19b5-bebc-4c27-b828-792da4550833
32257,Essex,40.76278,-74.22163,94,17503,NS,S,EVERGREEN PL AT HARVARD ST,In,EAST ORANGE,e9a8d5a4-2e02-4e88-b26e-6566b7cdd5c0
32258,Essex,40.76293,-74.22132,94,17500,FS,N,EVERGREEN PL AT HARVARD ST,Ou,EAST ORANGE,553073ed-0297-4cc2-8560-7bb7d7cfe3bb
32259,Essex,40.7209,-74.21716,96,18562,NS,S,FABYAN PL AT HAWTHORNE AVE,In,NEWARK,3fe1a3bd-4aff-4d7b-a671-4fef4794a925
32260,Essex,40.72066,-74.21727,96,18558,NS,N,FABYAN PL AT HAWTHORNE AVE,Ou,NEWARK,af91d749-7f6a-4657-8c3e-329bd424d2c8
32261,Essex,40.73196,-74.14395,1,18598,FS,W,FLEMING AVE AT CHRISTIE ST,Ou,NEWARK,810e68a1-ca74-4a5e-bc21-dc8fab3c3ae4
32262,Essex,40.73255,-74.1417,1,18597,NS,W,FLEMING AVE AT RICHARDS ST,Ou,NEWARK,a240a5e1-f5ef-491b-964f-2c3fc49833bd
32263,Essex,40.78061,-74.17558,74,18602,NS,S,FRANKLIN AVE AT ANTHONY ST,In,NEWARK,7fa48f03-8b69-47ac-b1c2-e9457c73634e
32264,Essex,40.78061,-74.17558,92,18602,NS,S,FRANKLIN AVE AT ANTHONY ST,In,NEWARK,11b29cf6-322e-4f2d-a9f4-43fd5dae81d0
32265,Essex,40.80879,-74.16663,74,19271,NS,S,FRANKLIN AVE AT TREMONT PL,In,NUTLEY TWP,c364e91d-4f98-40e0-9f4c-921fea1d7fbb
32266,Essex,40.78044,-74.18011,90,17054,MB,E,FRANKLIN ST AT BELMONT AVE,In,BELLEVILLE TWP,5665b55b-1e7e-44ed-9329-0c0bbb765e99
32267,Essex,40.78044,-74.18011,27,17054,MB,E,FRANKLIN ST AT BELMONT AVE,Ou,BELLEVILLE TWP,5fcecf7c-b3db-45b9-b437-0e7ac07c90b5
32268,Essex,40.78766,-74.18928,27,17215,FS,N,FRANKLIN ST AT WILLARD AVE,In,BLOOMFIELD TWP,69349ea3-3fc8-4c47-8181-3fd0d776863f
32269,Essex,40.78752,-74.18906,27,17220,NS,S,FRANKLIN ST AT WILLARD AVE,Ou,BLOOMFIELD TWP,b3136ac1-b504-4b93-b877-6342fde5d10a
32270,Essex,40.77954,-74.18908,90,17231,FS,E,GROVE ST AT BLOOMFIELD AVE,In,BLOOMFIELD TWP,981b3f3e-77c9-4308-9a62-4ca48bcb4d1d
32271,Essex,40.77979,-74.18909,90,17233,NS,W,GROVE ST AT BLOOMFIELD AVE,Ou,BLOOMFIELD TWP,6ab0b82e-fbed-4182-9088-3b216b2e7cef
32272,Essex,40.76696,-74.20129,90,17521,NS,N,GROVE ST. NORTH AT 4TH AVE,In,EAST ORANGE,bad39383-29d1-4c13-83dd-0e7b3219e990
32273,Essex,40.76722,-74.2012,90,17528,NS,S,GROVE ST. NORTH AT 4TH AVE,Ou,EAST ORANGE,ee35f10e-f8a6-4fa3-8e3f-b9e62a696770
32274,Essex,40.75356,-74.20486,90,17514,NS,N,GROVE ST. SOUTH AT 9TH AVE,In,EAST ORANGE,c9dc6e88-2870-4e7b-82c1-535890165d44
32275,Essex,40.75394,-74.20492,90,17534,NS,S,GROVE ST. SOUTH AT 9TH AVE,Ou,EAST ORANGE,9ac545da-7a66-41ea-80e6-8f72b1e98739
32276,Essex,40.7985,-74.22639,97,18148,NS,N,HARRISON AVE AT CHARLES ST,In,MONTCLAIR TWP,e57cc1ae-d9ce-4837-ac86-e1e14c3656ad
32277,Essex,40.7159,-74.20271,27,18645,NS,E,HAWTHORNE AVE AT BERGEN ST,In,NEWARK,027e84e2-383e-4ba5-a894-2d86da4193dd
32278,Essex,40.7159,-74.20233,27,18648,NS,W,HAWTHORNE AVE AT BERGEN ST,Ou,NEWARK,21ee29b7-ebde-4d9d-bb0f-538f1c63c7c6
32279,Essex,40.72079,-74.21738,27,18639,NS,E,HAWTHORNE AVE AT FABYAN PL,In,NEWARK,9b14f224-9c19-433b-bc02-49dd87e58be9
32280,Essex,40.72079,-74.21708,27,18654,NS,W,HAWTHORNE AVE AT FABYAN PL,Ou,NEWARK,970c1624-5403-4435-8b01-2db0e7d86e98
32281,Essex,40.71979,-74.21503,27,18653,NS,W,HAWTHORNE AVE AT LESLIE ST,Ou,NEWARK,2defd0c7-9d31-439b-bcfe-761186b9cf59
32282,Essex,40.71794,-74.20897,27,18651,NS,W,HAWTHORNE AVE AT REEVES PL,Ou,NEWARK,a8746bed-089e-46d4-9507-9ae0d275c7c0
32283,Essex,40.77584,-74.16708,99,18661,NS,E,HELLER PKWY AT CLIFTON AVE,In,NEWARK,33262fa2-2ea0-4024-8705-3eabf15d0d52
32284,Essex,40.77584,-74.16678,27,18662,NS,W,HELLER PKWY AT CLIFTON AVE,In,NEWARK,17910071-24b5-4914-b0a7-3f57fc02f0c7
32285,Essex,40.77584,-74.16678,74,18662,NS,W,HELLER PKWY AT CLIFTON AVE,In,NEWARK,ec2e6438-136e-4301-b00a-ee105036ac55
32286,Essex,40.75203,-74.19907,5,19210,NS,E,9TH AVE AT SOUTH 14TH ST#,In,NEWARK,5527ee1d-034e-4945-bc68-fd16f67bf897
32287,Essex,40.75219,-74.19919,5,19209,FS,W,9TH AVE AT SOUTH 14TH ST#,Ou,NEWARK,eaadb331-207a-476f-bd17-38b7028322ef
32288,Essex,40.72655,-74.20541,70,18242,FS,E,AVON AVE AT SOUTH 10TH ST,In,NEWARK,99078392-cac8-4a3d-a16e-0a07c32edb8a
32289,Essex,40.7267,-74.20554,70,18252,NS,W,AVON AVE AT SOUTH 10TH ST,Ou,NEWARK,a37389d6-d5b0-4279-b520-48e090534df5
32290,Essex,40.72688,-74.20695,70,18241,NS,E,AVON AVE AT SOUTH 11TH ST,In,NEWARK,f0e37728-1619-4015-90e8-1ed8180f3e74
32291,Essex,40.72718,-74.20834,70,18240,FS,E,AVON AVE AT SOUTH 13TH ST,In,NEWARK,72dd21a6-cca3-4ca8-9670-4a2378352d58
32292,Essex,40.72733,-74.20847,70,18253,NS,W,AVON AVE AT SOUTH 13TH ST,Ou,NEWARK,9e178fa2-0688-46ad-abf7-1be14b991cdc
32293,Essex,40.72784,-74.21142,70,18239,NS,E,AVON AVE AT SOUTH 16TH ST,In,NEWARK,126bca22-9599-43f8-b307-2de962195bdb
32294,Essex,40.7279,-74.21117,70,18254,NS,W,AVON AVE AT SOUTH 16TH ST,Ou,NEWARK,ab9cf4ce-ca76-4606-97db-d05d5d358d05
32295,Essex,40.72841,-74.21415,70,18238,NS,E,AVON AVE AT SOUTH 19TH ST,In,NEWARK,d09117b6-1162-453e-9747-5a6927f50200
32296,Essex,40.72848,-74.21387,70,18255,NS,W,AVON AVE AT SOUTH 19TH ST,Ou,NEWARK,820fa1bd-7880-4f77-afcd-65b13fcb71c3
32297,Essex,40.71262,-74.20454,99,32410,FS,S,BERGEN ST AT HAWTHORNE PL,In,NEWARK,09e6b55a-5108-4d0a-afda-dca65f464ca3
32298,Essex,40.71262,-74.20454,39,32410,FS,S,BERGEN ST AT HAWTHORNE PL,Ou,NEWARK,96005c92-4f1a-414a-bb7c-fb02ab20af1a
32299,Essex,40.71069,-74.20612,99,18277,NS,S,BERGEN ST AT SCHEERER AVE,In,NEWARK,dab011e4-9aa0-464a-b242-6b8b702522f7
32300,Essex,40.71069,-74.20612,39,18277,NS,S,BERGEN ST AT SCHEERER AVE,Ou,NEWARK,91643c03-0075-4a31-8e47-3876ab67d4d9
32301,Essex,40.76798,-74.18173,11,18284,NS,E,BLOOMFIELD AVE AT 1ST AVE,In,NEWARK,f14bb284-fb1a-47ec-89c1-220121b869bb
32302,Essex,40.76798,-74.18173,28,18284,NS,E,BLOOMFIELD AVE AT 1ST AVE,In,NEWARK,8c7301f8-5f8d-4f47-a5dd-705d5201338c
